Date,Average_Wind_Speed,Average_Temperature,Maximum_Temperature,Minimum_Temperature,Fog_Ice_Freezing_Fog,Heavy_Fog_or_Heavy_Freezing_Fog,Thunder,Hail,Smoke_or_Haze,Mist,Rain,Freezing_Rain,Snow_Snow_Pellets_or_Ice Crystals
2016-02-04,9.4,27.0,32.0,19.0,,,,,,,,,
2016-02-05,6.71,29.0,34.0,25.0,,,,,,,,,
2016-02-06,8.5,31.0,41.0,24.0,1.0,,,,1.0,,,,
2016-02-07,12.97,38.0,43.0,32.0,,,,,,,,,
2016-02-08,11.18,31.0,32.0,20.0,1.0,,,,1.0,,,,
2016-02-09,14.54,19.0,21.0,13.0,1.0,,,,1.0,,,,
2016-02-10,11.41,14.0,18.0,9.0,,,,,,,,,
2016-02-11,7.16,13.0,21.0,7.0,,,,,,,,,
2016-02-12,17.0,19.0,23.0,7.0,,,,,,,,,
2016-02-13,8.95,9.0,17.0,2.0,,,,,,,,,
2016-02-14,11.86,14.0,18.0,9.0,1.0,1.0,,,1.0,,,,
2016-02-15,6.71,21.0,27.0,18.0,1.0,,,,,,,,
2016-02-16,4.7,27.0,33.0,24.0,1.0,,,,1.0,,,,
2016-02-17,6.49,28.0,34.0,21.0,1.0,,,,1.0,,,,
2016-02-18,15.21,30.0,42.0,23.0,,,,,,,,,
2016-02-19,26.62,47.0,62.0,41.0,,,,,,,,,
2016-02-20,12.08,49.0,57.0,38.0,,,,,,,,,
2016-02-21,9.17,40.0,41.0,29.0,,,,,,,,,
2016-02-22,3.8,35.0,44.0,26.0,,,,,,,,,
2016-02-23,6.71,36.0,45.0,26.0,1.0,,,,,,,,
2016-02-24,22.82,35.0,36.0,32.0,1.0,1.0,,,,,,,
2016-02-25,16.55,33.0,37.0,31.0,,,,,,,,,
2016-02-26,9.4,31.0,33.0,24.0,,,,,,,,,
2016-02-27,14.99,37.0,54.0,28.0,,,,,,,,,
2016-02-28,19.91,52.0,62.0,36.0,1.0,,,,,,,,
2016-02-29,14.99,41.0,52.0,28.0,,,,,,,,,
2016-03-01,17.0,28.0,30.0,18.0,1.0,1.0,,,,,,,
2016-03-02,6.71,21.0,32.0,11.0,1.0,,,,,,,,
2016-03-03,8.72,30.0,33.0,27.0,1.0,,,,,,,,
2016-03-04,7.16,30.0,39.0,20.0,1.0,,,,,,,,
2016-03-05,7.83,33.0,39.0,29.0,1.0,,,,1.0,,,,
2016-03-06,14.32,39.0,52.0,33.0,,,,,,,,,
2016-03-07,13.42,51.0,63.0,44.0,,,,,,,,,
2016-03-08,16.78,62.0,70.0,58.0,,,,,,,,,
2016-03-09,10.07,61.0,63.0,48.0,1.0,,,,,,,,
2016-03-10,7.16,49.0,51.0,37.0,,,,,,,,,
2016-03-11,5.37,43.0,55.0,34.0,,,,,,,,,
2016-03-12,4.7,43.0,59.0,33.0,1.0,,,,1.0,,,,
2016-03-13,9.17,47.0,48.0,43.0,1.0,,,,,,,,
2016-03-14,4.92,47.0,55.0,43.0,1.0,,,,,,,,
2016-03-15,12.53,49.0,58.0,46.0,1.0,,1.0,,1.0,,,,
2016-03-16,23.26,53.0,56.0,45.0,1.0,,1.0,,,,,,
2016-03-17,15.43,47.0,56.0,40.0,,,,,,,,,
2016-03-18,9.17,41.0,49.0,32.0,,,,,,,,,
2016-03-19,8.72,38.0,46.0,35.0,,,,,,,,,
2016-03-20,8.05,37.0,44.0,30.0,,,,,,,,,
2016-03-21,7.16,38.0,49.0,28.0,,,,,,,,,
2016-03-22,11.63,48.0,63.0,40.0,,,,,,,,,
2016-03-23,14.54,42.0,42.0,36.0,1.0,,,,,,,,
2016-03-24,14.99,37.0,39.0,30.0,1.0,,,,,,,,
2016-03-25,6.71,35.0,48.0,28.0,,,,,,,,,
2016-03-26,7.83,40.0,54.0,31.0,1.0,,,,,,,,
2016-03-27,9.62,47.0,63.0,36.0,1.0,,,,,,,,
2016-03-28,10.29,45.0,53.0,35.0,,,,,,,,,
2016-03-29,6.71,44.0,58.0,31.0,1.0,,,,1.0,,,,
2016-03-30,16.11,49.0,62.0,42.0,1.0,,1.0,,,,,,
2016-03-31,17.22,60.0,67.0,44.0,1.0,,1.0,,,,,,
2016-04-01,9.17,45.0,49.0,35.0,1.0,,,,,,,,
2016-04-02,17.9,35.0,40.0,27.0,1.0,,,,1.0,,,,
2016-04-03,17.0,40.0,71.0,26.0,,,,,,,,,
2016-04-04,13.42,41.0,38.0,29.0,,,,,,,,,
2016-04-05,10.51,33.0,45.0,24.0,,,,,,,,,
2016-04-06,10.51,44.0,50.0,40.0,1.0,,1.0,,,,,,
2016-04-07,14.32,40.0,41.0,33.0,1.0,,,,,,,,
2016-04-08,14.09,37.0,41.0,26.0,1.0,,,,1.0,,,,
2016-04-09,12.3,30.0,38.0,22.0,,,,,,,,,
2016-04-10,14.99,37.0,50.0,33.0,1.0,,,,,,,,
2016-04-11,12.3,48.0,51.0,36.0,1.0,,,,,,,,
2016-04-12,8.05,40.0,47.0,30.0,,,,,,,,,
2016-04-13,7.16,43.0,56.0,34.0,,,,,,,,,
2016-04-14,8.05,48.0,61.0,37.0,,,,,,,,,
2016-04-15,7.83,53.0,68.0,42.0,,,,,,,,,
2016-04-16,6.71,58.0,76.0,41.0,,,,,1.0,,,,
2016-04-17,5.37,62.0,79.0,45.0,,,,,,,,,
2016-04-18,4.92,66.0,83.0,49.0,,,,,1.0,,,,
2016-04-19,11.41,54.0,57.0,46.0,,,,,,,,,
2016-04-20,9.62,58.0,71.0,51.0,1.0,,,,,,,,
2016-04-21,7.16,62.0,70.0,50.0,1.0,,,,1.0,,,,
2016-04-22,11.86,51.0,54.0,41.0,1.0,,,,,,,,
2016-04-23,7.38,48.0,60.0,38.0,,,,,,,,,
2016-04-24,8.95,56.0,78.0,41.0,,,,,1.0,,,,
2016-04-25,12.53,69.0,83.0,58.0,,,1.0,1.0,,,,,
2016-04-26,13.65,53.0,68.0,42.0,1.0,,,,,,,,
2016-04-27,14.09,44.0,49.0,41.0,1.0,,1.0,,,,,,
2016-04-28,10.51,45.0,50.0,42.0,1.0,,1.0,,,,,,
2016-04-29,8.95,44.0,51.0,41.0,1.0,,,,,,,,
2016-04-30,13.42,45.0,48.0,43.0,1.0,,,,1.0,,,,
2016-05-01,12.08,45.0,49.0,42.0,1.0,1.0,1.0,,,,,,
2016-05-02,10.51,49.0,59.0,42.0,,,,,,,,,
2016-05-03,9.4,53.0,67.0,40.0,,,,,,,,,
2016-05-04,13.87,52.0,57.0,42.0,1.0,,,,,,,,
2016-05-05,9.17,49.0,61.0,41.0,,,,,,,,,
2016-05-06,7.83,59.0,82.0,42.0,,,,,,,,,
2016-05-07,12.75,65.0,70.0,44.0,,,1.0,,,,,,
2016-05-08,5.82,55.0,71.0,41.0,,,,,1.0,,,,
2016-05-09,12.97,56.0,58.0,50.0,1.0,,,,,,,,
2016-05-10,8.95,54.0,63.0,51.0,1.0,1.0,,,,,,,
2016-05-11,6.71,58.0,69.0,51.0,1.0,1.0,1.0,,1.0,,,,
2016-05-12,10.74,61.0,70.0,53.0,1.0,,1.0,,1.0,,,,
2016-05-13,10.29,58.0,66.0,43.0,1.0,,,,,,,,
2016-05-14,13.87,46.0,47.0,41.0,,,,,,,,,
2016-05-15,9.84,45.0,55.0,35.0,,,,,,,,,
2016-05-16,13.87,56.0,70.0,46.0,,,,,,,,,
2016-05-17,9.62,54.0,57.0,44.0,,,,,,,,,
2016-05-18,6.93,52.0,65.0,41.0,,,,,,,,,
2016-05-19,5.14,55.0,69.0,39.0,,,,,,,,,
2016-05-20,6.93,58.0,68.0,44.0,,,,,,,,,
2016-05-21,8.28,62.0,75.0,53.0,,,,,,,,,
2016-05-22,8.28,66.0,77.0,53.0,,,,,,,,,
2016-05-23,6.71,66.0,81.0,48.0,,,,,,,,,
2016-05-24,10.96,72.0,86.0,60.0,,,,,,,,,
2016-05-25,9.62,76.0,86.0,64.0,1.0,,1.0,,,,,,
2016-05-26,8.28,71.0,83.0,62.0,1.0,,,,,,,,
2016-05-27,11.63,74.0,81.0,66.0,1.0,,1.0,,,,,,
2016-05-28,14.54,73.0,81.0,64.0,1.0,,1.0,,,,,,
2016-05-29,10.96,72.0,79.0,63.0,,,,,,,,,
2016-05-30,6.71,74.0,87.0,63.0,,,,,,,,,
2016-05-31,8.28,73.0,83.0,63.0,1.0,,1.0,,,,,,
2016-06-01,6.49,68.0,79.0,62.0,1.0,,,,1.0,,,,
2016-06-02,6.93,70.0,79.0,57.0,,,,,,,,,
2016-06-03,3.8,70.0,84.0,55.0,,,,,,,,,
2016-06-04,6.93,69.0,72.0,62.0,1.0,,,,,,,,
2016-06-05,12.3,68.0,79.0,61.0,,,,,,,,,
2016-06-06,12.53,71.0,82.0,59.0,,,,,,,,,
2016-06-07,10.07,63.0,67.0,51.0,,,,,,,,,
2016-06-08,7.16,61.0,70.0,52.0,,,,,,,,,
2016-06-09,6.71,61.0,72.0,53.0,1.0,,1.0,,,,,,
2016-06-10,9.62,74.0,90.0,63.0,1.0,,1.0,,,,,,
2016-06-11,8.28,82.0,91.0,71.0,,,,,,,,,
2016-06-12,13.2,71.0,79.0,59.0,,,,,,,,,
2016-06-13,4.92,68.0,86.0,54.0,,,,,,,,,
2016-06-14,9.4,74.0,87.0,64.0,,,,,1.0,,,,
2016-06-15,9.62,78.0,90.0,68.0,1.0,,1.0,,,,,,
2016-06-16,11.86,74.0,77.0,63.0,,,,,,,,,
2016-06-17,8.5,71.0,85.0,61.0,,,,,,,,,
2016-06-18,5.37,74.0,87.0,58.0,,,,,,,,,
2016-06-19,7.38,78.0,89.0,62.0,,,,,,,,,
2016-06-20,14.09,83.0,93.0,70.0,,,,,,,,,
2016-06-21,8.72,76.0,84.0,64.0,,,,,1.0,,,,
2016-06-22,7.83,72.0,76.0,67.0,1.0,1.0,1.0,,,,,,
2016-06-23,7.83,70.0,78.0,64.0,1.0,,,,1.0,,,,
2016-06-24,7.38,71.0,82.0,62.0,,,,,,,,,
2016-06-25,9.62,77.0,89.0,65.0,,,,,,,,,
2016-06-26,9.17,81.0,90.0,72.0,1.0,,,,,,,,
2016-06-27,10.51,80.0,90.0,69.0,,,,,,,,,
2016-06-28,10.96,68.0,71.0,57.0,,,,,,,,,
2016-06-29,5.82,67.0,81.0,55.0,,,,,,,,,
2016-06-30,7.16,69.0,78.0,57.0,,,,,,,,,
2016-07-01,9.62,69.0,72.0,59.0,,,,,,,,,
2016-07-02,4.03,65.0,76.0,54.0,,,,,,,,,
2016-07-03,8.5,68.0,77.0,55.0,,,,,,,,,
2016-07-04,6.49,71.0,79.0,66.0,1.0,,,,1.0,,,,
2016-07-05,7.61,76.0,87.0,66.0,1.0,,,,,,,,
2016-07-06,8.95,77.0,88.0,67.0,1.0,,1.0,,1.0,,,,
2016-07-07,5.82,77.0,84.0,70.0,1.0,1.0,,,,,,,
2016-07-08,11.41,76.0,86.0,68.0,1.0,1.0,,,,,,,
2016-07-09,9.4,73.0,79.0,65.0,,,,,,,,,
2016-07-10,4.92,72.0,82.0,60.0,,,,,,,,,
2016-07-11,11.63,78.0,90.0,69.0,,,,,,,,,
2016-07-12,11.86,81.0,88.0,74.0,,,,,,,,,
2016-07-13,10.29,78.0,84.0,68.0,,,1.0,,,,,,
2016-07-14,14.09,76.0,88.0,67.0,,,,,,,,,
2016-07-15,8.28,71.0,75.0,60.0,1.0,,,,,,,,
2016-07-16,5.82,67.0,77.0,57.0,,,,,,,,,
2016-07-17,10.96,71.0,83.0,61.0,1.0,,1.0,,,,,,
2016-07-18,5.37,79.0,88.0,71.0,,,,,,,,,
2016-07-19,4.92,79.0,91.0,68.0,,,,,,,,,
2016-07-20,6.26,79.0,88.0,69.0,,,,,1.0,,,,
2016-07-21,9.17,81.0,91.0,72.0,1.0,,1.0,,,,,,
2016-07-22,6.93,79.0,90.0,72.0,,,,,,,,,
2016-07-23,6.71,85.0,91.0,70.0,1.0,,1.0,,,,,,
2016-07-24,11.63,78.0,93.0,71.0,,,1.0,,,,,,
2016-07-25,6.71,79.0,89.0,72.0,,,,,,,,,
2016-07-26,4.03,79.0,88.0,69.0,,,,,,,,,
2016-07-27,4.25,79.0,89.0,68.0,1.0,,,,,,,,
2016-07-28,5.82,77.0,84.0,70.0,1.0,,1.0,,1.0,,,,
2016-07-29,8.5,73.0,81.0,70.0,1.0,,1.0,,,,,,
2016-07-30,8.95,72.0,78.0,68.0,,,,,,,,,
2016-07-31,6.49,73.0,81.0,65.0,,,,,,,,,
2016-08-01,6.04,75.0,84.0,65.0,,,,,,,,,
2016-08-02,5.37,77.0,87.0,67.0,,,,,,,,,
2016-08-03,3.58,80.0,90.0,69.0,,,,,,,,,
2016-08-04,6.26,81.0,91.0,70.0,1.0,,,,1.0,,,,
2016-08-05,7.83,78.0,86.0,72.0,,,,,,,,,
2016-08-06,6.71,76.0,84.0,66.0,,,,,,,,,
2016-08-07,6.04,75.0,83.0,62.0,,,,,,,,,
2016-08-08,9.62,77.0,84.0,72.0,,,,,,,,,
2016-08-09,5.14,78.0,88.0,67.0,,,,,,,,,
2016-08-10,4.92,80.0,89.0,69.0,,,,,1.0,,,,
2016-08-11,8.95,82.0,92.0,73.0,,,,,1.0,,,,
2016-08-12,6.26,80.0,83.0,74.0,1.0,,1.0,,,,,,
2016-08-13,9.17,77.0,84.0,72.0,1.0,,,,,,,,
2016-08-14,4.25,77.0,87.0,65.0,,,,,,,,,
2016-08-15,8.5,74.0,78.0,67.0,1.0,,,,,,,,
2016-08-16,6.93,76.0,88.0,71.0,1.0,,,,,,,,
2016-08-17,6.04,77.0,88.0,70.0,,,1.0,,,,,,
2016-08-18,6.93,77.0,85.0,70.0,1.0,,1.0,,,,,,
2016-08-19,8.72,75.0,84.0,66.0,1.0,,1.0,,,,,,
2016-08-20,11.41,75.0,80.0,63.0,1.0,,1.0,,,,,,
2016-08-21,9.84,66.0,76.0,58.0,,,,,,,,,
2016-08-22,4.92,67.0,78.0,56.0,,,,,,,,,
2016-08-23,11.86,71.0,81.0,60.0,,,,,,,,,
2016-08-24,10.74,75.0,84.0,70.0,1.0,,1.0,,,,,,
2016-08-25,6.26,76.0,85.0,67.0,1.0,,1.0,,,,,,
2016-08-26,6.93,72.0,81.0,66.0,1.0,,1.0,,,,,,
2016-08-27,6.93,74.0,84.0,67.0,1.0,,,,,,,,
2016-08-28,6.49,77.0,83.0,71.0,,,1.0,,,,,,
2016-08-29,4.92,76.0,86.0,70.0,1.0,,1.0,,,,,,
2016-08-30,4.25,76.0,84.0,70.0,1.0,,1.0,,,,,,
2016-08-31,11.18,73.0,76.0,63.0,,,,,,,,,
2016-09-01,11.86,67.0,73.0,62.0,,,,,,,,,
2016-09-02,8.28,68.0,74.0,62.0,,,,,,,,,
2016-09-03,5.82,68.0,76.0,56.0,,,,,,,,,
2016-09-04,7.61,69.0,80.0,59.0,,,,,,,,,
2016-09-05,9.17,73.0,87.0,62.0,,,,,,,,,
2016-09-06,10.07,82.0,91.0,75.0,,,,,,,,,
2016-09-07,9.84,83.0,89.0,74.0,1.0,,1.0,,,,,,
2016-09-08,8.05,76.0,82.0,70.0,,,,,,,,,
2016-09-09,5.14,74.0,81.0,63.0,,,,,,,,,
2016-09-10,10.96,69.0,73.0,59.0,1.0,,,,,,,,
2016-09-11,5.82,65.0,76.0,51.0,,,,,,,,,
2016-09-12,8.72,67.0,79.0,54.0,,,,,,,,,
2016-09-13,8.72,72.0,85.0,65.0,,,,,,,,,
2016-09-14,8.05,69.0,74.0,64.0,1.0,,,,,,,,
2016-09-15,8.05,68.0,78.0,60.0,,,,,,,,,
2016-09-16,12.08,72.0,83.0,65.0,1.0,,,,,,,,
2016-09-17,8.72,74.0,82.0,62.0,1.0,,,,,,,,
2016-09-18,3.8,69.0,81.0,57.0,,,,,,,,,
2016-09-19,8.28,71.0,88.0,56.0,,,,,,,,,
2016-09-20,8.05,75.0,83.0,66.0,,,,,,,,,
2016-09-21,6.71,70.0,74.0,65.0,1.0,,1.0,,1.0,,,,
2016-09-22,4.7,71.0,81.0,64.0,1.0,,,,1.0,,,,
2016-09-23,10.07,72.0,73.0,67.0,1.0,,,,1.0,,,,
2016-09-24,8.5,69.0,74.0,66.0,,,,,,,,,
2016-09-25,10.51,72.0,85.0,63.0,,,,,,,,,
2016-09-26,14.54,66.0,69.0,56.0,,,,,,,,,
2016-09-27,14.09,60.0,70.0,51.0,,,,,,,,,
2016-09-28,12.3,56.0,60.0,50.0,1.0,,1.0,,,,,,
2016-09-29,15.88,61.0,65.0,59.0,1.0,,,,,,,,
2016-09-30,11.41,62.0,64.0,60.0,1.0,,,,,,,,
2016-10-01,6.71,61.0,64.0,57.0,1.0,,1.0,,,,,,
2016-10-02,6.04,60.0,65.0,56.0,1.0,,,,,,,,
2016-10-03,4.7,62.0,67.0,57.0,,,,,,,,,
2016-10-04,8.72,65.0,75.0,60.0,,,,,,,,,
2016-10-05,9.62,69.0,80.0,59.0,,,,,,,,,
2016-10-06,6.04,66.0,74.0,58.0,1.0,,1.0,,,,,,
2016-10-07,10.74,65.0,70.0,47.0,,,,,,,,,
2016-10-08,6.26,52.0,65.0,40.0,,,,,,,,,
2016-10-09,7.61,56.0,63.0,47.0,1.0,,,,,,,,
2016-10-10,6.26,56.0,71.0,45.0,,,,,,,,,
2016-10-11,10.07,63.0,73.0,54.0,,,,,,,,,
2016-10-12,13.87,62.0,69.0,45.0,1.0,,1.0,,,,,,
2016-10-13,4.25,48.0,57.0,38.0,,,,,,,,,
2016-10-14,7.61,50.0,66.0,38.0,1.0,,,,,,,,
2016-10-15,13.65,58.0,70.0,53.0,1.0,,,,,,,,
2016-10-16,8.5,69.0,72.0,65.0,1.0,,1.0,,,,,,
2016-10-17,18.57,72.0,82.0,67.0,,,,,,,,,
2016-10-18,10.51,74.0,76.0,55.0,,,,,,,,,
2016-10-19,3.8,60.0,71.0,49.0,,,,,,,,,
2016-10-20,13.65,55.0,56.0,45.0,,,,,,,,,
2016-10-21,12.08,48.0,54.0,37.0,,,,,,,,,
2016-10-22,6.71,47.0,60.0,37.0,,,,,,,,,
2016-10-23,10.74,55.0,73.0,41.0,1.0,,,,,,,,
2016-10-24,7.16,54.0,59.0,39.0,,,,,,,,,
2016-10-25,6.71,46.0,54.0,36.0,1.0,,,,,,,,
2016-10-26,12.75,48.0,51.0,45.0,1.0,,1.0,,,,,,
2016-10-27,6.93,48.0,51.0,42.0,1.0,,,,,,,,
2016-10-28,12.08,49.0,65.0,38.0,1.0,,,,,,,,
2016-10-29,10.74,66.0,71.0,56.0,1.0,,,,1.0,,,,
2016-10-30,9.62,54.0,56.0,41.0,1.0,,1.0,,,,,,
2016-10-31,9.62,48.0,61.0,38.0,,,,,,,,,
2016-11-01,8.95,65.0,75.0,61.0,,,,,,,,,
2016-11-02,6.93,62.0,65.0,55.0,1.0,,1.0,,1.0,,,,
2016-11-03,5.14,56.0,67.0,48.0,1.0,1.0,,,1.0,,,,
2016-11-04,4.25,53.0,63.0,40.0,,,,,,,,,
2016-11-05,6.93,55.0,68.0,43.0,,,,,,,,,
2016-11-06,3.13,56.0,69.0,42.0,1.0,,,,,,,,
2016-11-07,5.82,54.0,66.0,42.0,1.0,,,,,,,,
2016-11-08,9.84,56.0,63.0,49.0,1.0,,,,,,,,
2016-11-09,7.61,49.0,58.0,41.0,,,,,,,,,
2016-11-10,13.42,49.0,63.0,41.0,,,,,,,,,
2016-11-11,12.75,50.0,52.0,37.0,,,,,,,,,
2016-11-12,6.71,42.0,52.0,31.0,,,,,,,,,
2016-11-13,10.07,45.0,56.0,35.0,,,,,,,,,
2016-11-14,6.04,48.0,60.0,41.0,1.0,,,,,,,,
2016-11-15,4.03,46.0,54.0,38.0,1.0,1.0,,,1.0,,,,
2016-11-16,4.7,48.0,60.0,39.0,1.0,,,,1.0,,,,
2016-11-17,14.54,55.0,72.0,44.0,1.0,,,,,,,,
2016-11-18,18.12,62.0,66.0,39.0,1.0,,1.0,,,,,,
2016-11-19,18.12,38.0,39.0,28.0,,,,,,,,,
2016-11-20,9.17,29.0,35.0,23.0,,,,,,,,,
2016-11-21,4.47,30.0,41.0,22.0,,,,,,,,,
2016-11-22,8.72,33.0,41.0,25.0,,,,,,,,,
2016-11-23,9.62,40.0,44.0,37.0,1.0,,,,,,,,
2016-11-24,9.17,40.0,43.0,35.0,1.0,,,,,,,,
2016-11-25,8.05,37.0,42.0,31.0,1.0,,,,,,,,
2016-11-26,7.16,38.0,47.0,32.0,1.0,,,,,,,,
2016-11-27,10.29,38.0,44.0,32.0,1.0,,,,,,,,
2016-11-28,17.22,44.0,51.0,41.0,1.0,,,,,,,,
2016-11-29,13.2,50.0,57.0,44.0,,,,,,,,,
2016-11-30,10.74,41.0,45.0,34.0,,,,,,,,,
2016-12-01,13.42,38.0,41.0,35.0,,,,,,,,,
2016-12-02,9.4,37.0,40.0,34.0,,,,,,,,,
2016-12-03,5.59,33.0,34.0,29.0,,,,,,,,,
2016-12-04,3.8,31.0,33.0,27.0,1.0,1.0,,,1.0,,,,
2016-12-05,9.4,32.0,34.0,31.0,1.0,,,,,,,,
2016-12-06,9.84,33.0,41.0,25.0,1.0,1.0,,,1.0,,,,
2016-12-07,16.11,26.0,27.0,22.0,,,,,,,,,
2016-12-08,16.55,21.0,24.0,17.0,,,,,,,,,
2016-12-09,9.84,23.0,25.0,18.0,,,,,,,,,
2016-12-10,8.72,20.0,23.0,18.0,1.0,,,,,,,,
2016-12-11,9.62,26.0,33.0,23.0,1.0,,,,1.0,,,,
2016-12-12,11.18,25.0,32.0,7.0,1.0,,,,1.0,,,,
2016-12-13,9.62,15.0,22.0,2.0,1.0,,,,1.0,,,,
2016-12-14,16.11,10.0,19.0,3.0,,,,,,,,,
2016-12-15,10.96,4.0,9.0,-2.0,,,,,,,,,
2016-12-16,9.4,12.0,20.0,7.0,1.0,,,,,,,,
2016-12-17,10.29,20.0,22.0,18.0,1.0,,,,1.0,,,,
2016-12-18,12.75,11.0,18.0,-7.0,1.0,,,,,,,,
2016-12-19,12.08,-1.0,15.0,-13.0,,,,,1.0,,,,
2016-12-20,16.11,20.0,28.0,14.0,,,,,,,,,
2016-12-21,8.5,26.0,36.0,19.0,,,,,,,,,
2016-12-22,9.17,34.0,37.0,24.0,,,,,,,,,
2016-12-23,7.83,31.0,35.0,27.0,1.0,,,,1.0,,,,
2016-12-24,4.7,35.0,38.0,33.0,1.0,,,,1.0,,,,
2016-12-25,14.09,33.0,39.0,32.0,1.0,1.0,,,,,,,
2016-12-26,19.01,45.0,54.0,28.0,1.0,1.0,,,,,,,
2016-12-27,10.96,28.0,28.0,19.0,,,,,,,,,
2016-12-28,12.08,30.0,45.0,19.0,,,,,,,,,
2016-12-29,17.67,34.0,35.0,30.0,,,,,,,,,
2016-12-30,13.42,29.0,38.0,24.0,,,,,,,,,
2016-12-31,13.2,35.0,40.0,23.0,,,,,,,,,
2017-01-01,4.92,27.0,40.0,17.0,1.0,,,,,,,,
2017-01-02,6.26,34.0,40.0,25.0,1.0,,,,1.0,,,,
2017-01-03,10.07,38.0,39.0,19.0,1.0,1.0,,,,,,,
2017-01-04,17.0,18.0,19.0,7.0,,,,,,,,,
2017-01-05,12.75,9.0,13.0,3.0,,,,,,,,,
2017-01-06,10.07,4.0,9.0,0.0,,,,,,,,,
2017-01-07,10.74,6.0,18.0,0.0,,,,,,,,,
2017-01-08,9.62,9.0,19.0,2.0,,,,,,,,,
2017-01-09,12.97,22.0,33.0,19.0,1.0,,,,,,,,
2017-01-10,23.26,38.0,51.0,25.0,1.0,,,,1.0,,,,
2017-01-11,12.08,32.0,43.0,25.0,1.0,1.0,1.0,,,,,,
2017-01-12,11.18,26.0,28.0,19.0,1.0,,,,,,,,
2017-01-13,8.95,20.0,27.0,16.0,,,,,,,,,
2017-01-14,4.7,29.0,35.0,21.0,1.0,,,,,,,,
2017-01-15,2.24,26.0,36.0,20.0,1.0,,,,1.0,,,,
2017-01-16,5.82,33.0,37.0,30.0,1.0,,,,1.0,,,,
2017-01-17,9.62,37.0,39.0,35.0,1.0,,1.0,,,,,,
2017-01-18,9.62,35.0,36.0,30.0,1.0,,,,,,,,
2017-01-19,6.71,36.0,42.0,30.0,1.0,,,,1.0,,,,
2017-01-20,5.82,39.0,43.0,38.0,1.0,1.0,,,,,,,
2017-01-21,8.5,48.0,59.0,40.0,1.0,1.0,,,,,,,
2017-01-22,5.37,43.0,46.0,38.0,1.0,1.0,,,,,,,
2017-01-23,9.4,39.0,42.0,36.0,1.0,,,,,,,,
2017-01-24,7.16,37.0,38.0,34.0,1.0,,,,1.0,,,,
2017-01-25,11.41,37.0,42.0,34.0,1.0,,,,1.0,,,,
2017-01-26,13.42,33.0,34.0,30.0,1.0,,,,,,,,
2017-01-27,14.76,28.0,31.0,24.0,,,,,,,,,
2017-01-28,11.63,27.0,29.0,24.0,,,,,1.0,,,,
2017-01-29,10.51,27.0,28.0,21.0,,,,,,,,,
2017-01-30,10.07,22.0,37.0,15.0,,,,,,,,,
2017-01-31,15.66,36.0,39.0,35.0,1.0,,,,,,,,
2017-02-01,12.3,35.0,38.0,21.0,1.0,,,,,,,,
2017-02-02,13.42,21.0,24.0,14.0,,,,,,,,,
2017-02-03,10.51,19.0,28.0,14.0,,,,,,,,,
2017-02-04,12.53,22.0,33.0,10.0,,,,,,,,,
2017-02-05,8.72,33.0,38.0,24.0,1.0,,,,,,,,
2017-02-06,6.93,33.0,55.0,21.0,1.0,1.0,,,1.0,,,,
2017-02-07,10.51,44.0,50.0,32.0,1.0,1.0,1.0,,,,,,
2017-02-08,11.18,31.0,32.0,19.0,,,,,,,,,
2017-02-09,11.63,19.0,25.0,13.0,,,,,,,,,
2017-02-10,13.65,26.0,41.0,18.0,,,,,,,,,
2017-02-11,6.71,41.0,49.0,34.0,1.0,,,,1.0,,,,
2017-02-12,15.88,39.0,47.0,31.0,,,,,,,,,
2017-02-13,10.29,35.0,44.0,25.0,,,,,,,,,
2017-02-14,14.09,40.0,50.0,31.0,,,,,,,,,
2017-02-15,11.18,33.0,35.0,26.0,,,,,,,,,
2017-02-16,8.95,33.0,41.0,30.0,,,,,,,,,
2017-02-17,8.05,43.0,67.0,27.0,,,,,,,,,
2017-02-18,6.93,58.0,70.0,40.0,,,,,,,,,
2017-02-19,3.8,51.0,69.0,35.0,,,,,,,,,
2017-02-20,12.3,53.0,70.0,41.0,1.0,,,,1.0,,,,
2017-02-21,6.49,60.0,66.0,49.0,1.0,,,,1.0,,,,
2017-02-22,11.86,58.0,68.0,50.0,1.0,,,,1.0,,,,
2017-02-23,12.53,52.0,59.0,38.0,1.0,,,,,,,,
2017-02-24,12.53,39.0,40.0,33.0,1.0,,1.0,,,,,,
2017-02-25,13.87,29.0,33.0,23.0,,,,,,,,,
2017-02-26,13.87,32.0,49.0,21.0,,,,,,,,,
2017-02-27,7.38,41.0,54.0,27.0,,,,,,,,,
2017-02-28,13.65,51.0,60.0,47.0,1.0,,1.0,,1.0,,,,
2017-03-01,14.09,47.0,54.0,32.0,1.0,1.0,,,,,,,
2017-03-02,10.96,32.0,35.0,27.0,,,,,,,,,
2017-03-03,10.29,27.0,33.0,21.0,,,,,,,,,
2017-03-04,14.54,33.0,42.0,28.0,1.0,,,,1.0,,,,
2017-03-05,14.54,41.0,60.0,32.0,,,,,,,,,
2017-03-06,21.03,55.0,65.0,52.0,,,,,,,,,
2017-03-07,19.24,55.0,65.0,44.0,1.0,,1.0,,,,,,
2017-03-08,22.15,46.0,53.0,40.0,,,,,,,,,
2017-03-09,6.93,39.0,42.0,29.0,,,,,,,,,
2017-03-10,14.54,32.0,36.0,23.0,,,,,,,,,
2017-03-11,8.5,24.0,32.0,18.0,,,,,,,,,
